,emotion,labels_clean
61808,disgusted,yikes that pretty bad
61809,disgusted,yea i know what you mean
61810,disgusted,It was really nasty to see  I hope no one got sick
61843,disgusted,why did you have to send it back what happend
61844,disgusted,good thing you returned it rare or whatever they call it meat is actually very dangerous for you espcially coming from a restaurant good thing you did that
61845,disgusted,i am normally not picky with mistakes on my foodbut i ordered a chicken sandwch and the chicken was still very pink red in the middle
61849,annoyed,Whats that
61850,annoyed,What kind is it  I have a bad one too by the way
61851,annoyed,My new printer  I just bought it and its giving me all kinds of problems already
61852,annoyed,Its an HP laserjet or something like that  I cant get it to work and its very frustrating
61859,disgusted,That sounds like it was a gross situation I bet it has hard to clean
61860,disgusted,It can always happen with pets and it is a drag to clean I know My dog has done it more than once
61861,disgusted,yea i was sick over it very sad
61965,annoyed,this happens a lot at work maybe try to talk to them about it 
61966,annoyed,i agree everyone is just selfcentered and its very annoying to communicate with those people
61967,annoyed,yeah but they are so full of themselves its hard 
62028,angry,why was he beating you
62029,angry,oh what an abusive person how did yo ustop him
62030,angry,He was mad he got a low mark on his test believe it or not
62074,annoyed,yikes thats a load to clean isnt it
62075,annoyed,i know my cats are a hell to take care of as well one always poops in the kitchen while the other one chases off my pigeons its really annoying
62076,annoyed,yea it was super tiresome
62098,annoyed,With those kind of people you just have to be blunt If that doesnt work then its time to excuse yourself from the conversation
62099,annoyed,You are usually left with no other option
62100,annoyed,i really do agree that is usually my approcah
62141,disgusted,i really do hate that stuff
62142,disgusted,its a sick sad world
62143,disgusted,Its unbelievable how cruel people can be 
62147,angry,Were you able to return it
62148,angry,Does it fit Id just have them send me a new one when it comes back in stock Its their mistake
62149,angry,yes but i dont know if i should they said they are out of my size 
62292,annoyed,Is that good or bad
62293,annoyed,Maybe you should child proof the house
62294,annoyed,Its not great  I feel like I spend half my life keeping him from scaling the bookcases
62319,disgusted,That is so scary Did he destroy anything
62320,disgusted,I would have been too Was there more than one
62321,disgusted,No he didnt but I was so afraid to touch anything
62338,angry,Thats interesting  Why on Earth would she want it back
62339,angry,That is crazy  There has to be an explaination
62340,angry,I honestly have no idea  Its been 10 years  I dont even know if we still have it  I think its a crazy request
62379,disgusted,Oh wow that is absolutely terrible I can imagine it was horrifying for you
62380,disgusted,Was he dead or just injured badly I wouldnt be sure what to really do either 
62381,disgusted,Yeah I wasnt sure what to do There were alot of people who seemed to not care
62382,disgusted,I actually dont know I assumed he was alive I was mostly shocked that no one seemed to care
62392,disgusted,Oh how cute I love animals especially puppies
62393,disgusted,Oh yuck They will do that but sure dont want puppy kisses later
62394,disgusted,Yeah he is a cute one Problem is that I saw the puppy eating out of the cats litter box
62483,disgusted,Oh really What did they find
62484,disgusted,Oh yuck That is terrible I have heard of people getting really sick from this black mold in the house What are you going to do
62485,disgusted,The guy had to take out a piece of wall to get to the pipes and what he found was the entire inside of the all the bathroom walls filled with black mold
62486,disgusted,I had no where else to go so I stated at the house while they replaced everything
62601,disgusted,That can be frustrating Did you do anything to help
62602,disgusted,Oh that is terrible cashiers should have more patience
62603,disgusted,No I thought the cashier was going to help her but instead she started getting very frustrated and began saying some very mean and ugly things to the customer 
62614,annoyed,I dislike people who do that I never understood why Have you tried talking to him
62615,annoyed,Oh I believe you Typically those type of people arent people you can reason with
62616,annoyed,You cant talk to this guy trust me
62638,angry,That is not cool at all Why would he say that Maybe he misplaced it
62639,angry,That must have made you feel angry I am sorry that happened to you but please forgive him
62640,angry,He probably lost it I would never take anything for anyone
62692,disgusted,I hate when that happens
62693,disgusted,Damn that sucks  Well at least you can get a fresh pair
62694,disgusted,It felt terrible I threw away my shoes
62695,disgusted,Oh yes at least I dont have to get rid of my foot haha
62764,disgusted,Where did you go
62765,disgusted, yeah I got to a few places like that
62766,disgusted,It was a locally owned Mexican restaurant I had been craving it so bad and then there was a hair in my burrito Ughh
62890,annoyed,what did you end up doing
62891,annoyed,Oh well I hope it works out well for you
62892,annoyed,I still havent gotten it I am so pissed off
62925,annoyed,How come What do your brothers do to annoy you
62926,annoyed,I hope they dont do it on purpose to annoy you
62927,annoyed,just general annoying tactics stealing my spots taking showers first etc
62928,angry,That is terrible Did the police find them
62929,angry,I hate that people do things like that
62930,angry,No they didnt They stole my grandmothers broach That is not replaceable
62935,annoyed,Yeah it happens my little bro drives me crazy sometimes
62936,annoyed,Same here how old is your little bro
