,emotion,labels_clean
52568,sad,It must be frustrating How are you gonna go about doing it
52569,sad,I dont know it But I want to change him and his behaviours
52635,lonely,That really stinks Is there any way youll be able to keep up with him to ease the sadness
52636,lonely,Thats really rough my friend I am sure there must be other folks that you can befriend Theres plenty of nice and kind people in the world
52637,lonely,Well we will definitely chat through social media or call each other But physical distance is hard to overcome Additionally I am single and do not have a partner to be with
52638,sad,Oh no I am so sorry to hear that 
52639,sad,I cant imagine how much that much hurt I hope you can at least cherish the memories you had together
52640,sad,Thank you for the condolences friend He used to sing me such sweet lullabies when I was trying to fall asleep I dont know how I will ever get any sleep at night now 
52668,sad,Oh no How boring Could you call up a few buddies to hang out
52669,sad,I can agree Dont be too down Im sure you can find someting to keep you busy 
52670,sad,Yeah  but the thought of not her being here makes me sad
52771,lonely,Thats disappointing Im glad that you didnt let that stop you and that you still went out and had a good time
52772,lonely,Why werent your friends able to come
52773,lonely,Oh it was a dreadful time I never felt so alone as they played Smash Mouths All Star
52839,sad,I am so sorry to hear that How long have you had him
52840,sad,You must have developed strong attachments to him over all these years To be honest I am not an animal lover individual
52841,sad,I have had him for five years
52854,lonely,Why did he left
52855,lonely,Oh for how long he will be away
52856,lonely,He went to London for our business work
52878,sad,Sorry to hear Why did she do this to you
52879,sad,Oh then you too take break
52880,sad,She said she needed a break
52884,sad,Oh no whats wrong with your dog
52885,sad,Thats terrible I hope the operation goes smoothly
52886,sad,Someone ran over him
52887,sad,Even if it does the vet said he wont walk again
52892,sad,That is bad news hope you go visit her
52893,sad,Make sure you visit her every day
52894,sad,Her and I have always been so close I am devastated 
52908,lonely,Thats unfortunate What are you going to do to keep yourself busy all weekend
52909,lonely,Sleeping in should be a positive thing Take this as your time for yourself and relax
52910,lonely,I dont really have anything to do I will be all alone here so I probably will sleep in
52917,sad,Thats sad when did it died
52918,sad,Of natural causes
52919,sad,He died two weeks ago
53370,sad,Were you close to your wifes grandmother
53371,sad,That is very heartbreaking Im sure she had a very positive opinion of you as well
53372,sad,Im sure your wife also appreciates you getting along with her family
53373,sad,I had become close to her as of late She was a very strong and respected woman
53374,sad,I think she did We got along very well and she was always happy to see me
53395,lonely,that can be tough but it also can be great to have time for yourself
53396,lonely,i can see where isolation can be overwhelming and the need for social contact is desirable and needed
53397,lonely,At first I felt that way but over a period of time it can get very overwhelming
53398,lonely,I did try to keep busy to keep it from setting in but it got to be too much sometimes Im glad that I am away from that
53740,lonely,What are you waiting for
53741,lonely,Oh I totally know how that goes I moved to small town and didnt have many friends at first Once I had my son and made more friends it got way better lol
53742,lonely,Usually its for my boyfriend to get home so he can spend time with me poor guy lol
53743,lonely,Thanks you as well I know how that is give it time and things will get better
53744,lonely,Yeah I think it gets more difficult as you get older anyway
53745,lonely,Im sure it will Ive already made some friends but its definitely difficult to make connections
53746,sad,Aw I know how that goes Do they visit often
53747,sad,Wow thats sad Im sorry
53748,sad,Nomy mom even live here in town we hardly ever talk anymore
53749,sad,Its ok Im gonna let them know how I feel maybe change things
54501,sad,Wow  18 years Accept my condolence please 
54502,sad,Just take heart OK  its one of those things
54503,sad,Thanks Its hard all of the time but the anniversary always just brings it all back Makes me feel really down
54672,lonely,That is a hard stage of life that I am not looking forward to Do you get to talk to her often
54673,lonely,That is sad but it is wonderful that you are able to 
54674,lonely,Yes about once a week sometimes more She just went off to college so she lives out of state
54754,lonely,Im sorry to hear that Maybe you can find a local club so you can meet people with similar interests
54755,lonely,That sounds like fun And a great cure for loneliness 
54756,lonely,That sounds like a great idea I would love to just dance and shake off all these bad vibes  
54764,sad,Oh no Im so sorry I totally understand how you feel Mine passed away a few years ago Its very difficult
54765,sad,It definitely helps to have a lot of support around you Take care of yourself through this very difficult time
54766,sad,Yeah I am very lucky to a have a great boyfriend has has been very supportive and is helping me pull myself together 
54935,lonely,Yeah it really isnt for everyone i like my alone time but only for a while Afterwards i feel alone and wanting to talk to someone
54936,lonely,Thats the perfect time to just pamper yourself I cherish those few hours every day
